v [cm$^{-1}$]    I(v) [$e^{2}$ amu$^{-1}$]    I_Norm(v) [AU]
   717.000000                     0.000354          0.054879
   718.000000                     0.000373          0.057829
   719.000000                     0.000395          0.061288
   720.000000                     0.000421          0.065329
   721.000000                     0.000452          0.070038
   722.000000                     0.000487          0.075520
   723.000000                     0.000528          0.081899
   724.000000                     0.000576          0.089322
   725.000000                     0.000632          0.097957
   726.000000                     0.000696          0.107998
   727.000000                     0.000771          0.119653
   728.000000                     0.000858          0.133135
   729.000000                     0.000958          0.148635
   730.000000                     0.001072          0.166268
   731.000000                     0.001199          0.185997
   732.000000                     0.001338          0.207514
   733.000000                     0.001484          0.230089
   734.000000                     0.001628          0.252435
   735.000000                     0.001758          0.272668
   736.000000                     0.001860          0.288489
   737.000000                     0.001919          0.297663
   738.000000                     0.001926          0.298697
   739.000000                     0.001879          0.291388
   740.000000                     0.001785          0.276902
   741.000000                     0.001659          0.257332
   742.000000                     0.001515          0.235019
   743.000000                     0.001367          0.211994
   744.000000                     0.001223          0.189718
   745.000000                     0.001090          0.169063
   746.000000                     0.000970          0.150442
   747.000000                     0.000864          0.133952
   748.000000                     0.000771          0.119509
   749.000000                     0.000689          0.106938
   750.000000                     0.000619          0.096027
   751.000000                     0.000558          0.086560
   752.000000                     0.000505          0.078337
   753.000000                     0.000459          0.071181
   754.000000                     0.000419          0.064935
   755.000000                     0.000383          0.059466
   756.000000                     0.000352          0.054660
   757.000000                     0.000325          0.050423
   758.000000                     0.000301          0.046674
   759.000000                     0.000279          0.043345
   760.000000                     0.000260          0.040378
   761.000000                     0.000243          0.037725
   762.000000                     0.000228          0.035346
   763.000000                     0.000214          0.033206
   764.000000                     0.000202          0.031275
   765.000000                     0.000190          0.029528
   766.000000                     0.000180          0.027944
   767.000000                     0.000171          0.026504
   768.000000                     0.000162          0.025191
   769.000000                     0.000155          0.023993
   770.000000                     0.000148          0.022898
   771.000000                     0.000141          0.021894
   772.000000                     0.000135          0.020973
   773.000000                     0.000130          0.020127
   774.000000                     0.000125          0.019349
   775.000000                     0.000120          0.018634
   776.000000                     0.000116          0.017975
   777.000000                     0.000112          0.017369
   778.000000                     0.000108          0.016812
   779.000000                     0.000105          0.016299
   780.000000                     0.000102          0.015829
   781.000000                     0.000099          0.015397
   782.000000                     0.000097          0.015004
   783.000000                     0.000094          0.014645
   784.000000                     0.000092          0.014321
   785.000000                     0.000090          0.014030
   786.000000                     0.000089          0.013772
   787.000000                     0.000087          0.013545
   788.000000                     0.000086          0.013350
   789.000000                     0.000085          0.013187
   790.000000                     0.000084          0.013056
   791.000000                     0.000084          0.012959
   792.000000                     0.000083          0.012896
   793.000000                     0.000083          0.012869
   794.000000                     0.000083          0.012878
   795.000000                     0.000083          0.012928
   796.000000                     0.000084          0.013019
   797.000000                     0.000085          0.013158
   798.000000                     0.000086          0.013349
   799.000000                     0.000088          0.013600
   800.000000                     0.000090          0.013921
   801.000000                     0.000092          0.014324
   802.000000                     0.000096          0.014822
   803.000000                     0.000099          0.015428
   804.000000                     0.000104          0.016158
   805.000000                     0.000110          0.017026
   806.000000                     0.000116          0.018044
   807.000000                     0.000124          0.019218
   808.000000                     0.000132          0.020541
   809.000000                     0.000142          0.021985
   810.000000                     0.000151          0.023488
   811.000000                     0.000161          0.024951
   812.000000                     0.000169          0.026232
   813.000000                     0.000175          0.027171
   814.000000                     0.000178          0.027623
   815.000000                     0.000177          0.027508
   816.000000                     0.000173          0.026839
   817.000000                     0.000166          0.025721
   818.000000                     0.000157          0.024308
   819.000000                     0.000147          0.022758
   820.000000                     0.000137          0.021203
   821.000000                     0.000127          0.019732
   822.000000                     0.000119          0.018396
   823.000000                     0.000111          0.017217
   824.000000                     0.000104          0.016200
   825.000000                     0.000099          0.015336
   826.000000                     0.000094          0.014616
   827.000000                     0.000090          0.014025
   828.000000                     0.000087          0.013552
   829.000000                     0.000085          0.013185
   830.000000                     0.000083          0.012916
   831.000000                     0.000082          0.012738
   832.000000                     0.000082          0.012646
   833.000000                     0.000081          0.012638
   834.000000                     0.000082          0.012714
   835.000000                     0.000083          0.012874
   836.000000                     0.000085          0.013124
   837.000000                     0.000087          0.013468
   838.000000                     0.000090          0.013916
   839.000000                     0.000093          0.014478
   840.000000                     0.000098          0.015169
   841.000000                     0.000103          0.016006
   842.000000                     0.000110          0.017009
   843.000000                     0.000117          0.018201
   844.000000                     0.000126          0.019611
   845.000000                     0.000137          0.021264
   846.000000                     0.000150          0.023187
   847.000000                     0.000164          0.025397
   848.000000                     0.000180          0.027894
   849.000000                     0.000198          0.030645
   850.000000                     0.000216          0.033565
   851.000000                     0.000235          0.036500
   852.000000                     0.000253          0.039213
   853.000000                     0.000267          0.041405
   854.000000                     0.000276          0.042771
   855.000000                     0.000278          0.043086
   856.000000                     0.000273          0.042284
   857.000000                     0.000261          0.040486
   858.000000                     0.000245          0.037952
   859.000000                     0.000226          0.034995
   860.000000                     0.000206          0.031896
   861.000000                     0.000186          0.028866
   862.000000                     0.000168          0.026035
   863.000000                     0.000151          0.023469
   864.000000                     0.000137          0.021187
   865.000000                     0.000124          0.019182
   866.000000                     0.000112          0.017432
   867.000000                     0.000103          0.015909
   868.000000                     0.000094          0.014585
   869.000000                     0.000087          0.013432
   870.000000                     0.000080          0.012427
   871.000000                     0.000074          0.011547
   872.000000                     0.000069          0.010775
   873.000000                     0.000065          0.010095
   874.000000                     0.000061          0.009493
   875.000000                     0.000058          0.008958
   876.000000                     0.000055          0.008482
   877.000000                     0.000052          0.008056
   878.000000                     0.000049          0.007673
   879.000000                     0.000047          0.007328
   880.000000                     0.000045          0.007017
   881.000000                     0.000043          0.006734
   882.000000                     0.000042          0.006477
   883.000000                     0.000040          0.006242
   884.000000                     0.000039          0.006027
   885.000000                     0.000038          0.005830
   886.000000                     0.000036          0.005649
   887.000000                     0.000035          0.005482
   888.000000                     0.000034          0.005328
   889.000000                     0.000033          0.005185
   890.000000                     0.000033          0.005052
   891.000000                     0.000032          0.004929
   892.000000                     0.000031          0.004814
   893.000000                     0.000030          0.004707
   894.000000                     0.000030          0.004607
   895.000000                     0.000029          0.004514
   896.000000                     0.000029          0.004426
   897.000000                     0.000028          0.004344
   898.000000                     0.000028          0.004267
   899.000000                     0.000027          0.004194
   900.000000                     0.000027          0.004126
   901.000000                     0.000026          0.004062
   902.000000                     0.000026          0.004001
   903.000000                     0.000025          0.003944
   904.000000                     0.000025          0.003891
   905.000000                     0.000025          0.003840
   906.000000                     0.000024          0.003792
   907.000000                     0.000024          0.003747
   908.000000                     0.000024          0.003704
   909.000000                     0.000024          0.003664
   910.000000                     0.000023          0.003626
   911.000000                     0.000023          0.003590
   912.000000                     0.000023          0.003557
