v [cm$^{-1}$]    I(v) [$e^{2}$ amu$^{-1}$]    I_Norm(v) [AU]
   906.000000                     0.000076          0.050254
   907.000000                     0.000084          0.055723
   908.000000                     0.000092          0.061432
   909.000000                     0.000101          0.067047
   910.000000                     0.000108          0.072080
   911.000000                     0.000114          0.075949
   912.000000                     0.000117          0.078103
   913.000000                     0.000117          0.078191
   914.000000                     0.000114          0.076192
   915.000000                     0.000109          0.072428
   916.000000                     0.000101          0.067436
   917.000000                     0.000093          0.061804
   918.000000                     0.000084          0.056031
   919.000000                     0.000076          0.050471
   920.000000                     0.000068          0.045331
   921.000000                     0.000061          0.040707
   922.000000                     0.000055          0.036619
   923.000000                     0.000050          0.033041
   924.000000                     0.000045          0.029930
   925.000000                     0.000041          0.027231
   926.000000                     0.000037          0.024890
   927.000000                     0.000034          0.022859
   928.000000                     0.000032          0.021092
   929.000000                     0.000029          0.019551
   930.000000                     0.000027          0.018202
   931.000000                     0.000026          0.017019
   932.000000                     0.000024          0.015977
   933.000000                     0.000023          0.015057
   934.000000                     0.000021          0.014241
   935.000000                     0.000020          0.013516
   936.000000                     0.000019          0.012870
   937.000000                     0.000018          0.012292
   938.000000                     0.000018          0.011775
   939.000000                     0.000017          0.011310
   940.000000                     0.000016          0.010892
   941.000000                     0.000016          0.010516
   942.000000                     0.000015          0.010176
   943.000000                     0.000015          0.009869
   944.000000                     0.000014          0.009592
   945.000000                     0.000014          0.009342
   946.000000                     0.000014          0.009116
   947.000000                     0.000013          0.008912
   948.000000                     0.000013          0.008729
   949.000000                     0.000013          0.008564
   950.000000                     0.000013          0.008416
   951.000000                     0.000012          0.008284
   952.000000                     0.000012          0.008168
   953.000000                     0.000012          0.008066
   954.000000                     0.000012          0.007977
   955.000000                     0.000012          0.007902
   956.000000                     0.000012          0.007839
   957.000000                     0.000012          0.007788
   958.000000                     0.000012          0.007749
   959.000000                     0.000012          0.007722
   960.000000                     0.000012          0.007708
   961.000000                     0.000012          0.007705
   962.000000                     0.000012          0.007715
   963.000000                     0.000012          0.007737
   964.000000                     0.000012          0.007773
   965.000000                     0.000012          0.007823
   966.000000                     0.000012          0.007888
   967.000000                     0.000012          0.007969
   968.000000                     0.000012          0.008068
   969.000000                     0.000012          0.008186
   970.000000                     0.000013          0.008326
   971.000000                     0.000013          0.008489
   972.000000                     0.000013          0.008678
   973.000000                     0.000013          0.008897
   974.000000                     0.000014          0.009149
   975.000000                     0.000014          0.009439
   976.000000                     0.000015          0.009769
   977.000000                     0.000015          0.010144
   978.000000                     0.000016          0.010568
   979.000000                     0.000017          0.011042
   980.000000                     0.000017          0.011567
   981.000000                     0.000018          0.012145
   982.000000                     0.000019          0.012775
   983.000000                     0.000020          0.013457
   984.000000                     0.000021          0.014188
   985.000000                     0.000022          0.014959
   986.000000                     0.000024          0.015746
   987.000000                     0.000025          0.016510
   988.000000                     0.000026          0.017193
   989.000000                     0.000027          0.017732
   990.000000                     0.000027          0.018073
   991.000000                     0.000027          0.018195
   992.000000                     0.000027          0.018116
   993.000000                     0.000027          0.017889
   994.000000                     0.000026          0.017586
   995.000000                     0.000026          0.017274
   996.000000                     0.000026          0.017008
   997.000000                     0.000025          0.016825
   998.000000                     0.000025          0.016749
   999.000000                     0.000025          0.016791
  1000.000000                     0.000025          0.016957
  1001.000000                     0.000026          0.017252
  1002.000000                     0.000027          0.017680
  1003.000000                     0.000027          0.018245
  1004.000000                     0.000028          0.018954
  1005.000000                     0.000030          0.019818
  1006.000000                     0.000031          0.020850
  1007.000000                     0.000033          0.022069
  1008.000000                     0.000035          0.023498
  1009.000000                     0.000038          0.025164
  1010.000000                     0.000041          0.027103
  1011.000000                     0.000044          0.029356
  1012.000000                     0.000048          0.031972
  1013.000000                     0.000053          0.035010
  1014.000000                     0.000058          0.038533
  1015.000000                     0.000064          0.042610
  1016.000000                     0.000071          0.047311
  1017.000000                     0.000079          0.052692
  1018.000000                     0.000088          0.058779
  1019.000000                     0.000098          0.065538
  1020.000000                     0.000109          0.072831
  1021.000000                     0.000121          0.080369
  1022.000000                     0.000132          0.087669
  1023.000000                     0.000141          0.094062
  1024.000000                     0.000148          0.098779
  1025.000000                     0.000152          0.101138
  1026.000000                     0.000151          0.100762
  1027.000000                     0.000147          0.097728
  1028.000000                     0.000139          0.092530
  1029.000000                     0.000129          0.085904
  1030.000000                     0.000118          0.078604
  1031.000000                     0.000107          0.071243
  1032.000000                     0.000097          0.064242
  1033.000000                     0.000087          0.057836
  1034.000000                     0.000078          0.052126
  1035.000000                     0.000071          0.047122
  1036.000000                     0.000064          0.042787
  1037.000000                     0.000059          0.039058
  1038.000000                     0.000054          0.035867
  1039.000000                     0.000050          0.033146
  1040.000000                     0.000046          0.030832
  1041.000000                     0.000043          0.028871
  1042.000000                     0.000041          0.027217
  1043.000000                     0.000039          0.025830
