v [cm$^{-1}$]    I(v) [$e^{2}$ amu$^{-1}$]    I_Norm(v) [AU]
   725.000000                     0.000457          0.079496
   726.000000                     0.000498          0.086562
   727.000000                     0.000545          0.094748
   728.000000                     0.000599          0.104239
   729.000000                     0.000663          0.115244
   730.000000                     0.000736          0.127993
   731.000000                     0.000820          0.142720
   732.000000                     0.000918          0.159638
   733.000000                     0.001028          0.178885
   734.000000                     0.001152          0.200441
   735.000000                     0.001288          0.224002
   736.000000                     0.001430          0.248815
   737.000000                     0.001572          0.273530
   738.000000                     0.001702          0.296136
   739.000000                     0.001806          0.314135
   740.000000                     0.001869          0.325043
   741.000000                     0.001881          0.327118
   742.000000                     0.001840          0.319998
   743.000000                     0.001752          0.304840
   744.000000                     0.001632          0.283877
   745.000000                     0.001493          0.259683
   746.000000                     0.001348          0.234533
   747.000000                     0.001208          0.210088
   748.000000                     0.001077          0.187361
   749.000000                     0.000959          0.166840
   750.000000                     0.000855          0.148659
   751.000000                     0.000763          0.132741
   752.000000                     0.000684          0.118897
   753.000000                     0.000615          0.106897
   754.000000                     0.000555          0.096506
   755.000000                     0.000503          0.087503
   756.000000                     0.000458          0.079690
   757.000000                     0.000419          0.072894
   758.000000                     0.000385          0.066968
   759.000000                     0.000355          0.061786
   760.000000                     0.000329          0.057242
   761.000000                     0.000306          0.053248
   762.000000                     0.000286          0.049727
   763.000000                     0.000268          0.046619
   764.000000                     0.000252          0.043868
   765.000000                     0.000238          0.041432
   766.000000                     0.000226          0.039272
   767.000000                     0.000215          0.037356
   768.000000                     0.000205          0.035658
   769.000000                     0.000196          0.034155
   770.000000                     0.000189          0.032829
   771.000000                     0.000182          0.031662
   772.000000                     0.000176          0.030642
   773.000000                     0.000171          0.029757
   774.000000                     0.000167          0.028999
   775.000000                     0.000163          0.028360
   776.000000                     0.000160          0.027835
   777.000000                     0.000158          0.027420
   778.000000                     0.000156          0.027112
   779.000000                     0.000155          0.026910
   780.000000                     0.000154          0.026814
   781.000000                     0.000154          0.026827
   782.000000                     0.000155          0.026952
   783.000000                     0.000156          0.027193
   784.000000                     0.000158          0.027559
   785.000000                     0.000161          0.028057
   786.000000                     0.000165          0.028701
   787.000000                     0.000170          0.029504
   788.000000                     0.000175          0.030483
   789.000000                     0.000182          0.031660
   790.000000                     0.000190          0.033062
   791.000000                     0.000200          0.034718
   792.000000                     0.000211          0.036668
   793.000000                     0.000224          0.038956
   794.000000                     0.000239          0.041636
   795.000000                     0.000257          0.044772
   796.000000                     0.000278          0.048436
   797.000000                     0.000303          0.052714
   798.000000                     0.000332          0.057699
   799.000000                     0.000365          0.063490
   800.000000                     0.000403          0.070178
   801.000000                     0.000447          0.077833
   802.000000                     0.000497          0.086466
   803.000000                     0.000552          0.095988
   804.000000                     0.000610          0.106141
   805.000000                     0.000669          0.116431
   806.000000                     0.000725          0.126090
   807.000000                     0.000771          0.134115
   808.000000                     0.000802          0.139440
   809.000000                     0.000812          0.141229
   810.000000                     0.000800          0.139163
   811.000000                     0.000768          0.133568
   812.000000                     0.000720          0.125287
   813.000000                     0.000663          0.115384
   814.000000                     0.000603          0.104861
   815.000000                     0.000543          0.094481
   816.000000                     0.000487          0.084734
   817.000000                     0.000436          0.075874
   818.000000                     0.000391          0.067990
   819.000000                     0.000351          0.061067
   820.000000                     0.000316          0.055035
   821.000000                     0.000286          0.049802
   822.000000                     0.000260          0.045270
   823.000000                     0.000238          0.041343
   824.000000                     0.000218          0.037936
   825.000000                     0.000201          0.034977
   826.000000                     0.000186          0.032399
   827.000000                     0.000173          0.030150
   828.000000                     0.000162          0.028183
   829.000000                     0.000152          0.026460
   830.000000                     0.000143          0.024949
   831.000000                     0.000136          0.023623
   832.000000                     0.000129          0.022459
   833.000000                     0.000123          0.021439
   834.000000                     0.000118          0.020548
   835.000000                     0.000114          0.019772
   836.000000                     0.000110          0.019102
   837.000000                     0.000107          0.018529
   838.000000                     0.000104          0.018047
   839.000000                     0.000101          0.017651
   840.000000                     0.000100          0.017339
   841.000000                     0.000098          0.017107
   842.000000                     0.000097          0.016957
   843.000000                     0.000097          0.016890
   844.000000                     0.000097          0.016908
   845.000000                     0.000098          0.017016
   846.000000                     0.000099          0.017222
   847.000000                     0.000101          0.017534
   848.000000                     0.000103          0.017962
   849.000000                     0.000106          0.018522
   850.000000                     0.000111          0.019231
   851.000000                     0.000116          0.020107
   852.000000                     0.000122          0.021176
   853.000000                     0.000129          0.022461
   854.000000                     0.000138          0.023990
